Nombre,CodigoBarra,Categoria,FechaCaducidad,Marca,Precio,Stock
Robot Vacuum Cleaner,0000000550,Home Appliances,2026-10-02,CBS Corporation,658.16,734
Zesty Garlic Hummus,0000000551,Food - Snacks,2025-08-23,"Stratasys, Ltd.",846.56,102
Self-Adhesive Wallpaper,0000000552,Home,2026-08-27,Resource Capital Corp.,25.01,664
Cinnamon Sugar Tortilla Chips,0000000553,Food - Snacks,2025-12-29,Dynagas LNG Partners LP,413.18,40
Chocolate Syrup,0000000554,Food - Condiments,2025-05-12,U.S. Bancorp,580.67,702
Honey mustard chicken tenders,0000000555,Food - Meat,2025-04-23,"White Mountains Insurance Group, Ltd.",58.85,147
Maple Pecan Granola,0000000556,Food - Breakfast,2025-05-16,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,52.32,488
Handheld Vacuum,0000000557,Home Appliances,2026-01-23,Fuling Global Inc.,950.84,652
Garden Kneeler and Seat,0000000558,Garden,2026-12-20,Regal Beloit Corporation,745.93,330
Wireless Music Receiver,0000000559,Audio,2026-01-31,"Upland Software, Inc.",734.19,564
Interchangeable Watch Bands,0000000560,Accessories,2025-06-13,First Internet Bancorp,725.45,304
Adjustable Kitchen Broom Stand,0000000561,Home,2025-08-24,"Cadiz, Inc.",145.23,694
Vegetable Stir-Fry Sauce,0000000562,Food - Sauces,2026-05-28,PartnerRe Ltd.,401.64,46
Over-the-Door Hooks,0000000563,Home,2026-12-02,XOMA Corporation,177.63,857
Rainbow Veggie Chips,0000000564,Food - Snacks,2026-08-10,Stellus Capital Investment Corporation,950.49,760
Adjustable Skipping Rope,0000000565,Fitness,2025-09-30,United Community Financial Corp.,852.77,195
Coconut Cream,0000000566,Food - Baking & Cooking,2026-05-17,Voya Asia Pacific High Dividend Equity Income Fund,418.25,171
Vintage Button-Down Shirt,0000000567,Clothing - Shirts,2026-05-19,National Fuel Gas Company,89.95,505
Crispy Onion Rings,0000000568,Food - Frozen Foods,2025-05-21,"Oceaneering International, Inc.",664.4,791
Non-Toxic Concrete Sealer,0000000569,Home Improvement,2026-01-23,Ivy NextShares,584.26,509
Vegan Chickpea Salad,0000000570,Food - Prepared Foods,2025-12-18,Prothena Corporation plc,929.35,264
Pumpkin Spice Coffee,0000000571,Food - Beverages,2025-09-16,Blackrock New York Municipal Bond Trust,889.47,284
Roasted Chickpeas,0000000572,Food - Snacks,2026-01-28,"Stag Industrial, Inc.",377.98,313
Silicone Baking Mat Set,0000000573,Kitchen,2025-12-06,"General Mills, Inc.",749.68,885
Insulated Lunch Bag,0000000574,Kitchen,2026-05-06,Horizons NASDAQ-100 Covered Call ETF,761.28,262
Portable Hammock,0000000575,Outdoor,2026-12-21,iShares Nasdaq Biotechnology Index Fund,747.75,518
Couscous,0000000576,Food - Grains,2026-02-14,"Morgan Stanley India Investment Fund, Inc.",375.83,354
Samsung Galaxy Smartwatch,0000000577,Wearable Tech,2026-12-03,LHC Group,414.1,399
Inspirational Wall Art,0000000578,Home,2026-06-20,First Trust/Aberdeen Global Opportunity Income Fund,612.45,784
Spinach Feta Wraps,0000000579,Food - Deli,2025-09-14,"Cross Country Healthcare, Inc.",546.07,634
Electric Razor,0000000580,Health,2026-12-27,AEterna Zentaris Inc.,113.89,100
Dog Car Seat Cover,0000000581,Pets,2026-10-17,Templeton Emerging Markets Fund,543.61,883
Chili Garlic Sauce,0000000582,Food - Condiments,2026-04-06,Washington Prime Group Inc.,917.74,693
Spicy Thai Coconut Soup,0000000583,Food - Soups,2025-12-21,American Tower Corporation (REIT),36.95,827
Pet Travel Backpack Carrier,0000000584,Pets,2026-10-06,"CoStar Group, Inc.",930.42,863
Maple Bacon Jerky,0000000585,Food - Meat,2026-01-22,LaSalle Hotel Properties,309.59,316
Travel Pillow,0000000586,Travel,2026-05-26,"Alaska Communications Systems Group, Inc.",15.67,279
Vacuum Sealer Machine,0000000587,Kitchen,2025-12-11,Templeton Emerging Markets Fund,953.39,610
Watering Can with Nozzle,0000000588,Garden,2025-08-02,Yintech Investment Holdings Limited,773.18,736
Spinach and Cheese Quiche,0000000589,Food - Prepared Meals,2026-03-16,Progressive Corporation (The),934.49,557
Faux Fur Coat,0000000590,Clothing - Coats,2026-10-21,"HCA Healthcare, Inc.",104.75,829
Granola Bars,0000000591,Food - Snacks,2025-09-29,"American National Bankshares, Inc.",579.79,19
Smoky BBQ Jackfruit,0000000592,Food - Grocery,2025-06-06,Prana Biotechnology Ltd,132.64,979
Portable Air Compressor,0000000593,Automotive,2026-02-11,"CASI Pharmaceuticals, Inc.",456.12,956
Honey Ginger Tea,0000000594,Food - Beverages,2025-07-27,Middlefield Banc Corp.,992.57,869
High-Low Hem Tee,0000000595,Clothing - Tops,2025-08-12,"CVR Partners, LP",908.19,450
High-Waisted Skirt,0000000596,Clothing - Bottoms,2025-05-12,Graham Holdings Company,679.71,173
Smart Doorbell,0000000597,Smart Home,2026-02-16,Legg Mason Developed EX-US Diversified Core ETF,711.43,116
Harvest Grain Salad,0000000598,Food - Salads,2025-10-19,"Workday, Inc.",101.01,539
Cream Cheese,0000000599,Food - Dairy,2025-05-07,Wells Fargo & Company,379.93,934
Chocolate Chip Cookie Dough,0000000600,Food - Baking,2025-08-26,Finisar Corporation,26.29,529
Smart Thermostat with Wi-Fi,0000000601,Smart Home,2026-08-25,"VistaGen Therapeutics, Inc.",43.66,65
Digital Drawing Tablet,0000000602,Art Supplies,2025-06-28,Terreno Realty Corporation,574.76,118
Roasted Red Pepper Dip,0000000603,Food - Snacks,2026-11-02,S&W Seed Company,487.25,28
Feta Cheese,0000000604,Food - Dairy,2025-11-08,"Monster Digital, Inc.",472.83,843
Honey Ginger Tea,0000000605,Food - Beverages,2026-10-29,"Castlight Health, inc.",369.79,660
Board Game Storage,0000000606,Toys,2026-03-30,"Value Line, Inc.",915.1,581
Honey Sesame Chicken,0000000607,Food - Frozen Food,2026-12-12,"Sonic Foundry, Inc.",847.2,428
Organic Chia Seeds,0000000608,Food - Health Foods,2026-12-01,Dividend and Income Fund,578.92,480
Quinoa Salad,0000000609,Food - Prepared Foods,2026-04-07,"General American Investors, Inc.",868.09,591
Mini Hand Gesture Drone,0000000610,Toys,2026-11-18,Antero Midstream Partners LP,212.64,48
Folding Exercise Bike,0000000611,Fitness,2025-06-15,"First Financial Bankshares, Inc.",142.4,659
Travel Document Organizer,0000000612,Travel,2026-05-11,"Columbia Property Trust, Inc.",664.61,862
Warm Wool Sweater,0000000613,Clothing - Tops,2025-04-13,Leucadia National Corporation,576.31,367
Ceramic Cookware Set,0000000614,Kitchen,2026-08-09,Jazz Pharmaceuticals plc,289.76,575
Thai Green Curry Paste,0000000615,Food - Sauces,2025-10-02,Kennedy-Wilson Holdings Inc.,480.61,154
Kids Tablet,0000000616,Electronics,2026-03-01,Newtek Business Services Corp.,989.66,524
Handmade Leather Wallet,0000000617,Accessories,2025-04-12,PAR Technology Corporation,309.18,467
Fried Rice,0000000618,Food - Frozen Foods,2025-04-04,Titan Machinery Inc.,971.55,756
Noise Reduction Headphones,0000000619,Audio,2025-10-28,"Westar Energy, Inc.",837.99,712
Travel Laundry Bag,0000000620,Travel,2026-11-12,BlackRock Energy and Resources Trust,374.15,365
Puffed Rice Cake,0000000621,Food - Snacks,2025-05-23,Ohio Valley Banc Corp.,631.87,134
Peach Slices (canned),0000000622,Food - Canned Goods,2026-05-01,Bank of America Corporation,461.12,820
Whipped Cream Cheese,0000000623,Food - Dairy,2026-05-12,"Corvus Pharmaceuticals, Inc.",956.52,798
Organic Black Bean Burger,0000000624,Food - Frozen Foods,2026-09-05,Pitney Bowes Inc.,596.09,241
Pet Water Bottle,0000000625,Pets,2026-10-12,Gabelli Dividend,288.93,663
Berries Medley,0000000626,Food - Produce,2026-02-21,"Agios Pharmaceuticals, Inc.",657.26,692
Wooden Puzzle Game,0000000627,Toys,2026-08-30,"John Wiley & Sons, Inc.",427.17,521
Homestyle Chicken Noodle Soup,0000000628,Food - Canned Goods,2026-11-24,"Natural Gas Services Group, Inc.",256.05,694
Mini Projector for Smartphones,0000000629,Electronics,2026-11-08,Swift Transportation Company,724.14,685
Ginger Turmeric Latte Mix,0000000630,Food - Beverages,2025-06-30,Olin Corporation,235.29,799
Rolling Cooler,0000000631,Outdoor,2025-05-17,Davis Select Worldwide ETF,8.17,962
Maple Cinnamon Granola Bars,0000000632,Food - Snacks,2026-11-30,Cesca Therapeutics Inc.,5.07,352
Tuscan Bean Soup,0000000633,Food - Canned Goods,2026-07-28,Realty Income Corporation,906.64,955
Caramel Sauce,0000000634,Food - Condiments,2026-11-28,Stratus Properties Inc.,106.48,56
Smoked Paprika Chicken Thighs,0000000635,Food - Meat,2026-02-21,Public Storage,355.23,918
Chili Garlic Sauce,0000000636,Food - Condiments,2025-08-20,"Merrill Lynch & Co., Inc.",795.35,517
Pesto Pasta Sauce,0000000637,Food - Sauces,2025-06-24,Cerus Corporation,339.16,401
Electric Toothbrush Holder,0000000638,Health,2025-07-08,"SilverSun Technologies, Inc.",64.84,899
Bodyweight Resistance Bands,0000000639,Fitness,2025-05-10,Saban Capital Acquisition Corp.,778.5,663
Fitness Tracker with Heart Rate Monitor,0000000640,Fitness,2026-06-24,DAVIDsTEA Inc.,324.15,266
Smartphone Tripod,0000000641,Photography,2025-05-12,Moody's Corporation,741.34,205
Smart Home Security Camera,0000000642,Smart Home,2026-07-03,ENSCO plc,315.46,693
Lemon Pepper Seasoning,0000000643,Food - Seasonings,2025-11-21,Comp En De Mn Cemig ADS,579.46,877
Rechargeable Battery Organizer,0000000644,Home,2026-02-21,Medigus Ltd.,676.88,544
Electric Fondue Pot,0000000645,Kitchen,2025-10-10,"Wal-Mart Stores, Inc.",507.65,670
Kettle BBQ Grill,0000000646,Outdoor,2026-02-25,VictoryShares Emerging Market Volatility Wtd ETF,164.67,40
Digital Wireless Meat Thermometer,0000000647,Kitchen,2025-07-07,Alcentra Capital Corp.,436.47,36
Luxury Bath Salts,0000000648,Beauty,2026-09-29,Western Asset Global High Income Fund Inc,966.25,815
Pet Carrier,0000000649,Pets,2025-09-04,"NeuroMetrix, Inc.",432.31,488
Lightweight Travel Backpack,0000000650,Travel,2026-05-18,Zions Bancorporation,493.73,233
Sour Cream,0000000651,Food - Dairy,2025-05-22,TravelCenters of America LLC,918.14,30
Vegetable Broth,0000000652,Food - Canned Goods,2025-05-20,BP p.l.c.,473.85,702
Leather Notebook Cover,0000000653,Office,2025-10-10,Barclays Inverse US Treasury Composite ETN,114.03,394
Brownie Bites,0000000654,Food - Baked Goods,2025-04-27,Alleghany Corporation,871.64,322
Classic Pesto Sauce,0000000655,Food - Sauces,2025-04-19,Nuveen Tax-Advantaged Dividend Growth Fund,130.6,553
Ginger Snaps,0000000656,Food - Confectionery,2026-09-16,RPM International Inc.,519.5,193
Honey Lemon Tea,0000000657,Food - Beverages,2025-04-23,PPlus Trust,282.8,44
Oven Mitts with Pocket,0000000658,Kitchen,2026-10-16,Terreno Realty Corporation,949.43,261
Pasta Maker,0000000659,Kitchen,2026-06-28,"Mohawk Industries, Inc.",610.44,976
Carrot Sticks,0000000660,Food - Produce,2026-10-05,China Finance Online Co. Limited,398.27,129
Hand Crank Blender,0000000661,Kitchen,2025-09-17,Crawford & Company,286.83,757
Indoor Plants,0000000662,Garden,2025-10-20,"Saul Centers, Inc.",395.89,864
Foot Massager Machine,0000000663,Health,2025-04-16,"Jaguar Animal Health, Inc.",440.35,198
Honey mustard chicken tenders,0000000664,Food - Meat,2025-04-03,Deluxe Corporation,64.39,335
Multifunctional Baby Bottle Warmer,0000000665,Baby,2025-04-20,Research Frontiers Incorporated,522.45,546
Peanut Butter Banana Smoothie Mix,0000000666,Food - Beverages,2025-12-30,Putnam Premier Income Trust,135.89,422
Craft Beer Mustard,0000000667,Food - Condiments,2026-01-29,Repligen Corporation,585.7,73
Mechanical Keyboard,0000000668,Computers,2026-02-03,REGENXBIO Inc.,367.0,745
Organic Coconut Flakes,0000000669,Food - Baking,2026-07-02,"OncoMed Pharmaceuticals, Inc.",110.32,893
Kids Tablet,0000000670,Electronics,2026-11-11,Elmira Savings Bank NY (The),170.1,220
Herb Garden Planter Box,0000000671,Garden,2025-04-15,ESSA Pharma Inc.,623.04,109
Set of Gardening Gloves with Claws,0000000672,Garden,2026-06-13,"Dollar Tree, Inc.",906.68,297
Smashed Avocado with Lime,0000000673,Food - Condiments,2026-11-09,CBRE Clarion Global Real Estate Income Fund,158.08,181
Infrared Thermometer Gun,0000000674,Health,2025-11-01,The Middleby Corporation,652.99,730
Chocolate Coconut Granola,0000000675,Food - Cereals,2025-05-03,Virtusa Corporation,211.29,939
Crispy Rice Treats,0000000676,Food - Snacks,2026-11-02,General Dynamics Corporation,628.29,5
Cold Brew Coffee Maker,0000000677,Kitchen,2026-11-26,Vedanta  Limited,613.47,193
Sunglasses Case,0000000678,Accessories,2025-05-30,Travelzoo,602.67,96
Roasted Red Pepper Sauce,0000000679,Food - Sauces,2026-07-01,Legg Mason Emerging Markets Diversified Core ETF,242.48,287
Bluetooth Headphones,0000000680,Audio,2025-09-22,"PrivateBancorp, Inc.",796.59,930
Balsamic Vinaigrette,0000000681,Food - Dressings,2026-05-31,"W.W. Grainger, Inc.",133.45,208
Sesame Oil,0000000682,Food - Oils & Vinegars,2025-05-05,"Reis, Inc",767.24,735
Vegetarian Chili,0000000683,Food - Canned Goods,2026-10-08,Managed Duration Investment Grade Municipal Fund,337.98,804
Electronic Drum Kit,0000000684,Music,2026-08-11,"Innovative Solutions and Support, Inc.",953.42,6
Breathable Face Mask Set,0000000685,Health,2026-04-02,Scudder Multi-Market Income Trust,694.71,470
Cucumber Lime Sparkling Water,0000000686,Food - Beverages,2025-09-24,Norwood Financial Corp.,137.43,981
Wireless Mouse,0000000687,Electronics,2026-08-23,Amgen Inc.,545.38,189
Camera Lens Cleaning Kit,0000000688,Photography,2026-12-23,J P Morgan Chase & Co,564.55,598
Adjustable Pet Feeder,0000000689,Pets,2026-03-24,Systemax Inc.,121.27,408
Toasted Coconut Granola,0000000690,Food - Breakfast,2026-11-21,FlexShares STOXX Global ESG Impact Index Fund,573.94,489
Organic Quinoa Salad,0000000691,Food - Prepared Meals,2026-08-02,Carnival Corporation,477.47,742
Chocolate Hazelnut Granola,0000000692,Food - Cereal,2026-05-02,Bioverativ Inc.,994.54,986
Coconut Chia Seed Pudding,0000000693,Food - Snacks,2026-04-27,"Willamette Valley Vineyards, Inc.",742.87,598
Balsamic Salad Dressing,0000000694,Food - Deli,2026-09-05,"New York Mortgage Trust, Inc.",428.82,800
Foldable Picnic Table,0000000695,Outdoor,2025-06-04,GATX Corporation,777.89,687
Walnut Halves,0000000696,Food - Nuts,2026-12-07,iPath US Treasury 2-year Bull ETN,361.52,957
Essential Oils Diffuser Necklace,0000000697,Health,2025-05-03,"Ollie's Bargain Outlet Holdings, Inc.",818.92,899
Feta Cheese Crumbles,0000000698,Food - Dairy,2026-02-04,Optibase Ltd.,878.81,449
Shatterproof Wine Glasses,0000000699,Outdoor,2025-12-14,"Banco Latinoamericano de Comercio Exterior, S.A.",107.88,962
Multi-Cooker,0000000700,Kitchen,2026-10-01,WisdomTree United Kingdom Hedged Equity Fund,130.76,147
Cinnamon Sugar Donuts,0000000701,Food - Bakery,2026-07-19,"Gamco Investors, Inc.",240.76,690
Savory Rice Cakes,0000000702,Food - Snacks,2025-05-07,Arthur J. Gallagher & Co.,221.37,543
Smart Plug,0000000703,Smart Home,2025-10-12,"Yum China Holdings, Inc.",882.57,271
Chocolate Chip Cookie Dough,0000000704,Food - Baking,2025-08-29,Ultragenyx Pharmaceutical Inc.,206.2,157
Cauliflower Pizza Crust,0000000705,Food - Frozen Foods,2026-08-18,"Perma-Pipe International Holdings, Inc.",719.57,807
Portable Folding Picnic Table,0000000706,Outdoor,2026-09-15,United States Cellular Corporation,582.63,930
BBQ Jackfruit,0000000707,Food - Prepared Foods,2025-12-23,Peapack-Gladstone Financial Corporation,593.22,917
Barbecue Chicken Pizza,0000000708,Food - Frozen Foods,2025-11-11,R1 RCM Inc.,229.1,110
Portable UV Sterilizer,0000000709,Health,2026-02-11,CONSOL Energy Inc.,165.98,680
Fashionable Scarves Set,0000000710,Clothing,2025-08-25,SLM Corporation,132.92,764
Sweet BBQ Dipping Sauce,0000000711,Food - Condiments,2025-06-26,Sony Corp Ord,772.4,640
Handheld Shower Head,0000000712,Bathroom,2026-12-21,"Sigma Designs, Inc.",967.77,11
Cheddar & Bacon Potato Skins,0000000713,Food - Frozen,2025-10-20,"1347 Property Insurance Holdings, Inc.",768.86,105
Rustic Italian Bread,0000000714,Food - Bakery,2026-03-01,"Anthem, Inc.",740.82,467
Camera Lens Cleaning Kit,0000000715,Photography,2025-06-04,Capella Education Company,833.37,902
Floral Summer Dress,0000000716,Clothing - Dresses,2026-06-13,AllianceBernstein Holding L.P.,653.85,52
Pet Hair Remover,0000000717,Pets,2026-09-07,"NextEra Energy, Inc.",457.98,672
LED Camping Lantern with USB Charging,0000000718,Outdoor,2026-06-24,First Trust Managed Municipal ETF,65.11,61
Hand Crank Blender,0000000719,Kitchen,2026-12-12,"Teladoc, Inc.",290.25,615
Adjustable Laptop Stand,0000000720,Office,2026-07-17,Qwest Corporation,73.54,84
Magnetic Whiteboard,0000000721,Office,2026-08-28,Select Asset Inc.,732.95,3
Cheddar Cheese Crackers,0000000722,Food - Snacks,2026-08-19,ProPetro Holding Corp.,888.58,541
Smartphone Photography Ring Light,0000000723,Photography,2025-11-25,"HopFed Bancorp, Inc.",469.26,634
Window Bird Feeder,0000000724,Outdoor,2026-12-05,Wells Fargo & Company,595.71,74
Air Purifier,0000000725,Home,2026-03-21,Virtus Total Return Fund Inc.,310.28,983
Vanilla Bean Greek Yogurt,0000000726,Food - Dairy,2026-01-15,"Ultra Clean Holdings, Inc.",703.62,854
Electric Heat Press Machine,0000000727,Crafts,2025-09-07,"MabVax Therapeutics Holdings, Inc.",673.81,461
Portable Refrigerator Freezer,0000000728,Outdoor,2026-05-08,"Cullen/Frost Bankers, Inc.",12.91,691
Cookbook,0000000729,Books,2025-10-01,Principal Healthcare Innovators Index ETF,865.54,142
Wild Rice & Quinoa Mix,0000000730,Food - Grains,2025-05-16,"Real Goods Solar, Inc.",444.06,731
Portable Laptop Table,0000000731,Office,2026-02-20,"Calix, Inc",253.48,520
Himalayan Pink Salt,0000000732,Food - Condiments,2025-11-16,Costamare Inc.,68.41,303
Arcade Game Machine,0000000733,Gaming,2025-10-26,"Freightcar America, Inc.",698.94,307
Cordless Electric Screwdriver,0000000734,Tools,2025-06-08,"Gildan Activewear, Inc.",206.72,564
Desk Organizer Set,0000000735,Office,2026-11-22,Bel Fuse Inc.,668.51,829
Fishing Rod,0000000736,Outdoor,2026-11-11,Differential Brands Group Inc.,53.69,468
Frozen Mixed Berries,0000000737,Food - Frozen Foods,2026-10-17,Moelis & Company,578.86,694
Mango Chunks,0000000738,Food - Frozen Fruits,2026-04-03,Aluminum Corporation of China Limited,661.02,175
Vegetable Quinoa Bowl,0000000739,Food - Frozen Meals,2026-06-13,"Evertec, Inc.",382.06,745
Berries Medley,0000000740,Food - Produce,2026-03-26,State Bank Financial Corporation.,750.25,20
Organic Coconut Oil,0000000741,Food - Oils,2026-09-24,Entergy Texas Inc,732.04,536
Sports Water Bottle with Infuser,0000000742,Fitness,2025-09-09,Vulcan Materials Company,417.87,280
Window Blinds,0000000743,Home,2026-02-21,"Uni-Pixel, Inc.",71.37,341
Tomato Sauce,0000000744,Food - Canned Goods,2025-08-19,People's Utah Bancorp,492.24,268
Chicken Salad Kit,0000000745,Food - Prepared Foods,2026-12-24,FedEx Corporation,890.72,312
Magnetic Spice Containers,0000000746,Kitchen,2026-05-18,"Dorchester Minerals, L.P.",251.91,926
Cold Brew Coffee Maker,0000000747,Kitchen,2025-09-30,Quinpario Acquisition Corp. 2,869.76,758
Wireless Charging Pad,0000000748,Accessories,2026-11-14,BlackRock Municipal Target Term Trust Inc. (The),173.35,920
Hot Salsa,0000000749,Food - Dips,2026-11-03,Future FinTech Group Inc.,127.43,689
Portable Air Compressor,0000000750,Automotive,2026-09-18,Dr. Reddy's Laboratories Ltd,418.02,216
Collapsible Storage Crates,0000000751,Home,2026-06-11,Quaker Chemical Corporation,958.95,271
Pumpkin Seeds,0000000752,Food - Snacks,2025-04-09,"TriState Capital Holdings, Inc.",464.27,561
Training Soccer Ball,0000000753,Sports,2026-12-13,"Allied Healthcare Products, Inc.",630.19,617
Fitness Mat,0000000754,Fitness,2026-12-03,Korea Electric Power Corporation,85.31,141
Basmati Rice,0000000755,Food - Grains,2026-02-14,"Fortress Biotech, Inc.",338.17,223
Oven-Baked Sweet Potato Fries,0000000756,Food - Frozen Foods,2025-12-18,Wells Fargo & Company,763.75,30
Portable Solar Path Lights,0000000757,Outdoor,2025-12-09,Comerica Incorporated,196.93,147
Sunglasses,0000000758,Accessories,2025-10-08,Verizon Communications Inc.,294.58,480
Cheddar Cheese Slices,0000000759,Food - Dairy,2026-12-26,Garmin Ltd.,396.71,350
Chocolate Syrup,0000000760,Food - Condiments,2025-05-28,"Waddell & Reed Financial, Inc.",893.1,307
Portable Air Conditioner,0000000761,Home Appliances,2025-11-06,Enel Generacion Chile S.A.,893.24,398
Almond Joy Protein Bars,0000000762,Food - Snacks,2025-07-05,"Trupanion, Inc.",605.79,426
Spicy Tuna Sushi Kit,0000000763,Food - Prepared Meals,2025-06-24,"Oil States International, Inc.",82.48,20
Telescope,0000000764,Outdoor,2025-09-04,"Rollins, Inc.",871.63,998
Chicken Parmesan Dinner Kit,0000000765,Food - Frozen Meals,2026-06-24,"Home Federal Bancorp, Inc. of Louisiana",810.85,125
Almond Crunch Granola Bars,0000000766,Food - Snacks,2025-04-18,"Celadon Group, Inc.",251.9,710
Toasted Coconut Granola,0000000767,Food - Breakfast,2026-11-26,JM Global Holding Company,930.92,734
Children's Art Set,0000000768,Toys,2025-05-22,"ARC Document Solutions, Inc.",899.7,333
Carrot Sticks,0000000769,Food - Produce,2026-02-23,Magellan Midstream Partners L.P.,695.9,475
Karaoke Microphone,0000000770,Music,2026-12-28,Regal Entertainment Group,703.33,614
Smart Fitness Scale,0000000771,Fitness,2025-05-19,Ascendis Pharma A/S,512.14,553
Portable SSD,0000000772,Storage,2025-06-25,Kansas City Southern,348.79,919
Trackpad for Laptop,0000000773,Accessories,2025-06-12,Rocket Fuel Inc.,765.32,977
Collapsible Camping Cup,0000000774,Outdoor,2025-06-06,Tesco Corporation,102.83,710
Non-Slip Yoga Socks,0000000775,Fitness,2026-12-19,"Power Integrations, Inc.",968.81,587
Handheld Garment Steamer,0000000776,Home,2026-03-08,Bank Of Montreal,721.42,291
Noise-Canceling Earbuds,0000000777,Audio,2025-07-17,Quarterhill Inc.,707.75,319
Chili Garlic Sauce,0000000778,Food - Condiments,2025-10-17,Commercial Metals Company,686.25,609
Over-the-Door Shoe Organizer,0000000779,Home,2026-12-17,"Impax Laboratories, Inc.",889.31,458
Two-Tone Windbreaker,0000000780,Clothing - Outerwear,2025-07-07,"Prudential Short Duration High Yield Fund, Inc.",659.21,457
Tortilla Chips,0000000781,Food - Snacks,2026-01-23,"TripAdvisor, Inc.",312.51,83
Kids' Learning Tablet,0000000782,Electronics,2026-07-02,"Schmitt Industries, Inc.",549.72,40
Traditional Hummus,0000000783,Food - Dips,2026-07-23,"Stratasys, Ltd.",499.24,767
Electric Fondue Pot,0000000784,Kitchen,2025-09-29,"Maiden Holdings, Ltd.",380.69,610
Craft Beer Mustard,0000000785,Food - Condiments,2026-10-16,"First Solar, Inc.",920.55,340
Coconut Curry Sauce,0000000786,Food - Sauces,2026-09-28,"Aberdeen Japan Equity Fund, Inc. ",599.9,868
Mini Waffle Maker,0000000787,Kitchen,2026-09-14,"CareDx, Inc.",84.65,57
Microfiber Cleaning Cloths,0000000788,Home,2025-08-03,"PFSweb, Inc.",369.37,146
Ceramic Non-Stick Frying Pan,0000000789,Kitchen,2026-12-30,Workiva Inc.,335.36,801
Strawberry Banana Smoothie Pack,0000000790,Food - Frozen,2026-08-08,Callon Petroleum Company,680.01,632
Fruit and Nut Medley,0000000791,Food - Snacks,2025-07-10,Veeco Instruments Inc.,6.59,190
Couscous Mix,0000000792,Food - Grains,2025-07-26,Vanguard Intermediate-Term Corporate Bond ETF,177.95,551
Peach Mango Smoothie,0000000793,Food - Beverages,2026-03-27,Ecolab Inc.,945.74,311
Compact Electric Kettle,0000000794,Kitchen,2026-04-14,V.F. Corporation,177.2,837
Gardening Tool Belt,0000000795,Garden,2026-01-31,Zions Bancorporation,800.37,248
Coffee Making Kit,0000000796,Kitchen,2025-09-06,Cliffs Natural Resources Inc.,633.06,559
Berry Smoothie Mix,0000000797,Food - Frozen Foods,2025-05-06,Giga-tronics Incorporated,124.65,314
Garlic Parmesan Wings,0000000798,Food - Frozen Foods,2026-01-06,Comp En De Mn Cemig ADS,623.46,838
Kale and Quinoa Salad,0000000799,Food - Salads,2026-12-05,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",16.43,566
Savory Breakfast Sausage,0000000800,Food - Meats,2025-12-31,Myovant Sciences Ltd.,709.23,2
Frozen Berry Blend,0000000801,Food - Frozen Foods,2026-05-05,"Blackrock MuniEnhanced Fund, Inc.",880.37,239
Protein Pancake Mix,0000000802,Food - Breakfast,2025-10-20,"Ultra Clean Holdings, Inc.",291.91,100
Cinnamon Sugar Tortilla Chips,0000000803,Food - Snacks,2026-12-08,J & J Snack Foods Corp.,103.73,853
Wireless Music Receiver,0000000804,Audio,2025-06-17,Kamada Ltd.,383.16,372
Pomegranate Juice,0000000805,Food - Beverages,2026-08-05,Tesoro Corporation,322.71,918
Barbecue Chicken Pizza,0000000806,Food - Frozen Foods,2026-12-25,"Full House Resorts, Inc.",572.79,199
Corn Tortillas,0000000807,Food - Bakery,2026-03-22,Federated National Holding Company,517.74,526
Smart Home Security Camera,0000000808,Smart Home,2026-01-14,"Prologis, Inc.",675.68,736
Honey Butter Popcorn,0000000809,Food - Snacks,2026-01-19,"ABIOMED, Inc.",599.35,97
Chicken Parmesan Dinner Kit,0000000810,Food - Frozen Meals,2026-05-06,"Selective Insurance Group, Inc.",57.14,988
BBQ Lentil Chips,0000000811,Food - Snacks,2026-06-19,ContraFect Corporation,278.5,215
Lightweight Backpacking Tent,0000000812,Outdoor,2026-10-26,"United States Lime & Minerals, Inc.",717.49,386
Electric Griddle with Lid,0000000813,Kitchen,2025-05-21,Array BioPharma Inc.,48.04,966
Graphic Print Leggings,0000000814,Clothing - Activewear,2026-11-15,Fluor Corporation,416.18,157
Pet Water Fountain with Filtration,0000000815,Pets,2026-07-24,"Under Armour, Inc.",401.2,206
Chocolate Syrup,0000000816,Food - Condiments,2026-10-02,Community Bankers Trust Corporation.,924.0,548
Smart WiFi Plug,0000000817,Smart Home,2025-07-03,"AppFolio, Inc.",552.09,202
Fitness Tracker Watch,0000000818,Wearable Tech,2026-11-07,Autobytel Inc.,732.24,498
Oven Thermometer,0000000819,Kitchen,2025-12-19,Jabil Inc.,805.77,311
Over-Ear Headphones,0000000820,Audio,2026-09-13,Arbor Realty Trust,575.21,869
Electric Pressure Washer,0000000821,Home Improvement,2025-06-13,CA Inc.,130.95,418
Chia Seeds,0000000822,Food - Grains,2026-05-23,iShares Morningstar Mid-Cap ETF,714.46,62
Personal Security Alarm Keychain,0000000823,Safety,2025-10-30,"Banco Santander, S.A.",859.64,329
Electric Stool Heater,0000000824,Home,2025-04-24,Weingarten Realty Investors,634.42,650
Heat-Resistant Silicone Mat,0000000825,Kitchen,2026-09-16,Molson Coors Brewing  Company,823.41,841
