SucursalID,Nombre,CodigoBarra,Categoria,FechaCaducidad,Marca,Precio,Stock
SUC-020,Basic V-Neck T-Shirt,0000000493,Clothing - Tops,2026-02-25,Belmond Ltd.,56.49,702
SUC-008,Fruit Medley Juice,0000000494,Food - Beverages,2025-11-09,"FRONTEO, Inc.",45.21,520
SUC-024,Lightweight Backpacking Tent,0000000495,Outdoor,2026-01-27,"Catalent, Inc.",589.44,712
SUC-010,Cat Tree,0000000496,Pets,2026-09-25,"Barnes Group, Inc.",489.84,462
SUC-024,Sun-Dried Tomato Pesto,0000000497,Food - Condiments,2026-10-13,"NII Holdings, Inc.",293.62,95
SUC-028,Digital Stopwatch Timer,0000000498,Fitness,2025-06-16,Nuveen Arizona Quality Municipal Income Fund,407.44,3
SUC-022,Insulated Lunch Bag,0000000499,Kitchen,2026-06-15,Liberty Broadband Corporation,368.99,494
SUC-021,Maple Almond Butter,0000000500,Food - Nut Butters,2026-10-29,"Orion Group Holdings, Inc.",82.9,945
SUC-026,Pet Bed,0000000501,Pets,2026-07-19,Anworth Mortgage Asset  Corporation,323.2,414
SUC-021,Durable Hiking Boots,0000000502,Footwear,2026-11-16,ORBCOMM Inc.,216.26,23
SUC-030,Rain Jacket,0000000503,Clothing,2026-03-25,VelocityShares 3x Inverse Silver ETN,354.96,161
SUC-009,Pet Water Fountain,0000000504,Pets,2026-11-18,Landmark Infrastructure Partners LP,315.34,169
SUC-028,Digital Wireless Meat Thermometer,0000000505,Kitchen,2025-04-13,WisdomTree Emerging Markets Consumer Growth Fund,781.17,725
SUC-030,Sun-Dried Tomato Pesto,0000000506,Food - Condiments,2026-02-09,"PCM, Inc.",20.58,776
SUC-009,Foam Roller for Muscle Recovery,0000000507,Fitness,2026-04-23,Lindblad Expeditions Holdings Inc. ,512.87,164
SUC-002,Compressed Towel Tablets,0000000508,Travel,2026-12-29,Duke Realty Corporation,597.34,344
SUC-009,Water Bottle,0000000509,Fitness,2026-01-02,PowerShares DWA Consumer Staples Momentum Portfolio,954.81,904
SUC-002,Low-Fat Cottage Cheese,0000000510,Food - Dairy,2026-11-25,Zion Oil & Gas Inc,247.1,922
SUC-007,Travel Mug with Leak-Proof Lid,0000000511,Kitchen,2025-08-19,Ares Capital Corporation,623.18,256
SUC-019,Basic V-Neck T-Shirt,0000000512,Clothing - Tops,2026-09-18,McClatchy Company (The),73.34,553
SUC-017,Fitbit Activity Tracker,0000000513,Fitness,2025-07-15,FlexShares Credit-Scored US Long Corporate Bond Index Fund,865.72,676
SUC-020,High-Top Leather Boots,0000000514,Clothing - Footwear,2026-06-28,China Mobile (Hong Kong) Ltd.,737.08,53
SUC-027,Maple Chipotle Glaze,0000000515,Food - Condiments,2025-05-15,"NextEra Energy, Inc.",28.49,918
SUC-019,Plant Growing Kit,0000000516,Garden,2025-05-11,Coty Inc.,420.87,216
SUC-002,Chocolate Chip Energy Balls,0000000517,Food - Snacks,2025-12-11,DarioHealth Corp.,383.28,450
SUC-026,Mechanical Keyboard,0000000518,Computers,2026-11-15,Matlin & Partners Acquisition Corporation,317.64,368
SUC-019,Solar String Lights,0000000519,Outdoor,2026-07-28,Monmouth Real Estate Investment Corporation,869.5,825
SUC-018,Avocado Oil Mayo,0000000520,Food - Condiments,2026-04-16,Valley National Bancorp,510.4,956
SUC-025,Pork Chops,0000000521,Food - Meat,2026-07-24,Yamana Gold Inc.,159.48,562
SUC-022,Electric Wax Warmer,0000000522,Home,2026-06-17,"Colony NorthStar, Inc.",313.49,217
SUC-010,Trackpad for Laptop,0000000523,Accessories,2026-01-09,First Trust,297.71,751
SUC-011,Eco-Friendly Yoga Blocks,0000000524,Fitness,2025-04-10,"United Dominion Realty Trust, Inc.",171.26,852
SUC-002,Picnic Blanket,0000000525,Outdoor,2025-11-17,"DASAN Zhone Solutions, Inc.",946.96,767
SUC-020,Gardening Gloves with Claws,0000000526,Garden,2026-10-01,"United Continental Holdings, Inc.",709.35,453
SUC-012,Chocolate Coconut Protein Balls,0000000527,Food - Snacks,2026-06-04,"MFA Financial, Inc.",583.98,836
SUC-019,Herb Seasoned Couscous,0000000528,Food - Grains,2025-09-26,"CRA International,Inc.",459.89,618
SUC-022,Caramel Apple Taffy,0000000529,Food - Confectionery,2026-03-14,"Aevi Genomic Medicine, Inc.",915.25,898
SUC-030,Air Purifier,0000000530,Home,2025-07-08,"Argan, Inc.",894.47,666
SUC-004,Ethically-Sourced Coffee Beans,0000000531,Food - Beverages,2026-03-31,"Dime Community Bancshares, Inc.",249.2,159
SUC-020,Rechargeable Laptop Battery Pack,0000000532,Electronics,2026-08-07,Ameris Bancorp,645.91,43
SUC-014,Kettle BBQ Grill,0000000533,Outdoor,2026-07-08,"MedEquities Realty Trust, Inc.",433.6,812
SUC-024,Honey Graham Crackers,0000000534,Food - Snacks,2026-08-08,"W&T Offshore, Inc.",553.3,60
SUC-027,Garden Tool Set,0000000535,Garden,2026-05-24,"Safe Bulkers, Inc",618.26,518
SUC-015,Wrap Jumpsuit,0000000536,Clothing - Jumpsuits,2025-11-08,"Tandem Diabetes Care, Inc.",676.59,490
SUC-014,Travel Yoga Mat,0000000537,Fitness,2025-07-09,"Model N, Inc.",160.51,648
SUC-004,Smart Water Bottle,0000000538,Fitness,2025-08-05,ORBCOMM Inc.,443.91,246
SUC-011,Men's Waterproof Hiking Boots,0000000539,Footwear,2025-06-20,Arch Capital Group Ltd.,490.8,236
SUC-019,Cinnamon Roll Dough,0000000540,Food - Bakery,2026-05-19,PowerShares DWA Emerging Markets Momentum Portfolio,245.19,216
SUC-008,Italian Sausage and Peppers,0000000541,Food - Meat,2025-07-26,Ocwen Financial Corporation,870.48,765
SUC-010,Vegetable Pizza Rolls,0000000542,Food - Frozen Foods,2026-05-07,Medley Capital Corporation,497.45,683
SUC-008,Inspirational Wall Art,0000000543,Home,2025-12-02,MGE Energy Inc.,887.95,529
SUC-014,Smartphone UV Sanitizer,0000000544,Health,2026-07-14,"CatchMark Timber Trust, Inc.",658.3,265
SUC-018,Vanilla Almond Granola,0000000545,Food - Breakfast,2026-12-02,Nuveen Michigan Quality Municipal Income Fund,207.11,407
SUC-009,Decorative Wall Tapestry,0000000546,Home,2026-04-08,Diversicare Healthcare Services Inc.,28.45,559
SUC-017,Vegan Chocolate Cake Mix,0000000547,Food - Baking,2025-11-13,"Empire Resorts, Inc.",508.08,357
SUC-024,Athletic Sports Bra,0000000548,Clothing - Activewear,2026-08-30,"CSS Industries, Inc.",883.26,667
SUC-030,Wire Shelving Unit,0000000549,Home,2026-05-16,"USA Compression Partners, LP",912.02,713
SUC-007,Robot Vacuum Cleaner,0000000550,Home Appliances,2026-10-02,CBS Corporation,658.16,734
SUC-030,Zesty Garlic Hummus,0000000551,Food - Snacks,2025-08-23,"Stratasys, Ltd.",846.56,102
SUC-016,Self-Adhesive Wallpaper,0000000552,Home,2026-08-27,Resource Capital Corp.,25.01,664
SUC-008,Cinnamon Sugar Tortilla Chips,0000000553,Food - Snacks,2025-12-29,Dynagas LNG Partners LP,413.18,40
SUC-028,Chocolate Syrup,0000000554,Food - Condiments,2025-05-12,U.S. Bancorp,580.67,702
SUC-029,Honey mustard chicken tenders,0000000555,Food - Meat,2025-04-23,"White Mountains Insurance Group, Ltd.",58.85,147
SUC-008,Maple Pecan Granola,0000000556,Food - Breakfast,2025-05-16,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,52.32,488
SUC-003,Handheld Vacuum,0000000557,Home Appliances,2026-01-23,Fuling Global Inc.,950.84,652
SUC-025,Garden Kneeler and Seat,0000000558,Garden,2026-12-20,Regal Beloit Corporation,745.93,330
SUC-005,Wireless Music Receiver,0000000559,Audio,2026-01-31,"Upland Software, Inc.",734.19,564
SUC-020,Interchangeable Watch Bands,0000000560,Accessories,2025-06-13,First Internet Bancorp,725.45,304
SUC-003,Adjustable Kitchen Broom Stand,0000000561,Home,2025-08-24,"Cadiz, Inc.",145.23,694
SUC-017,Vegetable Stir-Fry Sauce,0000000562,Food - Sauces,2026-05-28,PartnerRe Ltd.,401.64,46
SUC-027,Over-the-Door Hooks,0000000563,Home,2026-12-02,XOMA Corporation,177.63,857
SUC-027,Rainbow Veggie Chips,0000000564,Food - Snacks,2026-08-10,Stellus Capital Investment Corporation,950.49,760
SUC-023,Adjustable Skipping Rope,0000000565,Fitness,2025-09-30,United Community Financial Corp.,852.77,195
SUC-020,Coconut Cream,0000000566,Food - Baking & Cooking,2026-05-17,Voya Asia Pacific High Dividend Equity Income Fund,418.25,171
SUC-023,Vintage Button-Down Shirt,0000000567,Clothing - Shirts,2026-05-19,National Fuel Gas Company,89.95,505
SUC-008,Crispy Onion Rings,0000000568,Food - Frozen Foods,2025-05-21,"Oceaneering International, Inc.",664.4,791
SUC-014,Non-Toxic Concrete Sealer,0000000569,Home Improvement,2026-01-23,Ivy NextShares,584.26,509
SUC-013,Vegan Chickpea Salad,0000000570,Food - Prepared Foods,2025-12-18,Prothena Corporation plc,929.35,264
SUC-030,Pumpkin Spice Coffee,0000000571,Food - Beverages,2025-09-16,Blackrock New York Municipal Bond Trust,889.47,284
SUC-004,Roasted Chickpeas,0000000572,Food - Snacks,2026-01-28,"Stag Industrial, Inc.",377.98,313
SUC-015,Silicone Baking Mat Set,0000000573,Kitchen,2025-12-06,"General Mills, Inc.",749.68,885
SUC-004,Insulated Lunch Bag,0000000574,Kitchen,2026-05-06,Horizons NASDAQ-100 Covered Call ETF,761.28,262
SUC-017,Portable Hammock,0000000575,Outdoor,2026-12-21,iShares Nasdaq Biotechnology Index Fund,747.75,518
SUC-028,Couscous,0000000576,Food - Grains,2026-02-14,"Morgan Stanley India Investment Fund, Inc.",375.83,354
SUC-028,Samsung Galaxy Smartwatch,0000000577,Wearable Tech,2026-12-03,LHC Group,414.1,399
SUC-025,Inspirational Wall Art,0000000578,Home,2026-06-20,First Trust/Aberdeen Global Opportunity Income Fund,612.45,784
SUC-020,Spinach Feta Wraps,0000000579,Food - Deli,2025-09-14,"Cross Country Healthcare, Inc.",546.07,634
SUC-017,Electric Razor,0000000580,Health,2026-12-27,AEterna Zentaris Inc.,113.89,100
SUC-021,Dog Car Seat Cover,0000000581,Pets,2026-10-17,Templeton Emerging Markets Fund,543.61,883
SUC-025,Chili Garlic Sauce,0000000582,Food - Condiments,2026-04-06,Washington Prime Group Inc.,917.74,693
SUC-011,Spicy Thai Coconut Soup,0000000583,Food - Soups,2025-12-21,American Tower Corporation (REIT),36.95,827
SUC-017,Pet Travel Backpack Carrier,0000000584,Pets,2026-10-06,"CoStar Group, Inc.",930.42,863
SUC-013,Maple Bacon Jerky,0000000585,Food - Meat,2026-01-22,LaSalle Hotel Properties,309.59,316
SUC-026,Travel Pillow,0000000586,Travel,2026-05-26,"Alaska Communications Systems Group, Inc.",15.67,279
SUC-027,Vacuum Sealer Machine,0000000587,Kitchen,2025-12-11,Templeton Emerging Markets Fund,953.39,610
SUC-005,Watering Can with Nozzle,0000000588,Garden,2025-08-02,Yintech Investment Holdings Limited,773.18,736
SUC-006,Spinach and Cheese Quiche,0000000589,Food - Prepared Meals,2026-03-16,Progressive Corporation (The),934.49,557
SUC-004,Faux Fur Coat,0000000590,Clothing - Coats,2026-10-21,"HCA Healthcare, Inc.",104.75,829
SUC-027,Granola Bars,0000000591,Food - Snacks,2025-09-29,"American National Bankshares, Inc.",579.79,19
SUC-007,Smoky BBQ Jackfruit,0000000592,Food - Grocery,2025-06-06,Prana Biotechnology Ltd,132.64,979
SUC-010,Portable Air Compressor,0000000593,Automotive,2026-02-11,"CASI Pharmaceuticals, Inc.",456.12,956
SUC-024,Honey Ginger Tea,0000000594,Food - Beverages,2025-07-27,Middlefield Banc Corp.,992.57,869
SUC-014,High-Low Hem Tee,0000000595,Clothing - Tops,2025-08-12,"CVR Partners, LP",908.19,450
SUC-020,High-Waisted Skirt,0000000596,Clothing - Bottoms,2025-05-12,Graham Holdings Company,679.71,173
SUC-024,Smart Doorbell,0000000597,Smart Home,2026-02-16,Legg Mason Developed EX-US Diversified Core ETF,711.43,116
SUC-023,Harvest Grain Salad,0000000598,Food - Salads,2025-10-19,"Workday, Inc.",101.01,539
SUC-019,Cream Cheese,0000000599,Food - Dairy,2025-05-07,Wells Fargo & Company,379.93,934
SUC-018,Chocolate Chip Cookie Dough,0000000600,Food - Baking,2025-08-26,Finisar Corporation,26.29,529
SUC-001,Smart Thermostat with Wi-Fi,0000000601,Smart Home,2026-08-25,"VistaGen Therapeutics, Inc.",43.66,65
SUC-024,Digital Drawing Tablet,0000000602,Art Supplies,2025-06-28,Terreno Realty Corporation,574.76,118
SUC-029,Roasted Red Pepper Dip,0000000603,Food - Snacks,2026-11-02,S&W Seed Company,487.25,28
SUC-028,Feta Cheese,0000000604,Food - Dairy,2025-11-08,"Monster Digital, Inc.",472.83,843
SUC-015,Honey Ginger Tea,0000000605,Food - Beverages,2026-10-29,"Castlight Health, inc.",369.79,660
SUC-002,Board Game Storage,0000000606,Toys,2026-03-30,"Value Line, Inc.",915.1,581
SUC-006,Honey Sesame Chicken,0000000607,Food - Frozen Food,2026-12-12,"Sonic Foundry, Inc.",847.2,428
SUC-027,Organic Chia Seeds,0000000608,Food - Health Foods,2026-12-01,Dividend and Income Fund,578.92,480
SUC-014,Quinoa Salad,0000000609,Food - Prepared Foods,2026-04-07,"General American Investors, Inc.",868.09,591
SUC-015,Mini Hand Gesture Drone,0000000610,Toys,2026-11-18,Antero Midstream Partners LP,212.64,48
SUC-030,Folding Exercise Bike,0000000611,Fitness,2025-06-15,"First Financial Bankshares, Inc.",142.4,659
SUC-016,Travel Document Organizer,0000000612,Travel,2026-05-11,"Columbia Property Trust, Inc.",664.61,862
SUC-011,Warm Wool Sweater,0000000613,Clothing - Tops,2025-04-13,Leucadia National Corporation,576.31,367
SUC-001,Ceramic Cookware Set,0000000614,Kitchen,2026-08-09,Jazz Pharmaceuticals plc,289.76,575
SUC-003,Thai Green Curry Paste,0000000615,Food - Sauces,2025-10-02,Kennedy-Wilson Holdings Inc.,480.61,154
SUC-007,Kids Tablet,0000000616,Electronics,2026-03-01,Newtek Business Services Corp.,989.66,524
SUC-008,Handmade Leather Wallet,0000000617,Accessories,2025-04-12,PAR Technology Corporation,309.18,467
SUC-018,Fried Rice,0000000618,Food - Frozen Foods,2025-04-04,Titan Machinery Inc.,971.55,756
SUC-005,Noise Reduction Headphones,0000000619,Audio,2025-10-28,"Westar Energy, Inc.",837.99,712
SUC-004,Travel Laundry Bag,0000000620,Travel,2026-11-12,BlackRock Energy and Resources Trust,374.15,365
SUC-003,Puffed Rice Cake,0000000621,Food - Snacks,2025-05-23,Ohio Valley Banc Corp.,631.87,134
SUC-012,Peach Slices (canned),0000000622,Food - Canned Goods,2026-05-01,Bank of America Corporation,461.12,820
SUC-004,Whipped Cream Cheese,0000000623,Food - Dairy,2026-05-12,"Corvus Pharmaceuticals, Inc.",956.52,798
SUC-019,Organic Black Bean Burger,0000000624,Food - Frozen Foods,2026-09-05,Pitney Bowes Inc.,596.09,241
SUC-030,Pet Water Bottle,0000000625,Pets,2026-10-12,Gabelli Dividend,288.93,663
SUC-001,Berries Medley,0000000626,Food - Produce,2026-02-21,"Agios Pharmaceuticals, Inc.",657.26,692
SUC-003,Wooden Puzzle Game,0000000627,Toys,2026-08-30,"John Wiley & Sons, Inc.",427.17,521
SUC-027,Homestyle Chicken Noodle Soup,0000000628,Food - Canned Goods,2026-11-24,"Natural Gas Services Group, Inc.",256.05,694
SUC-015,Mini Projector for Smartphones,0000000629,Electronics,2026-11-08,Swift Transportation Company,724.14,685
SUC-027,Ginger Turmeric Latte Mix,0000000630,Food - Beverages,2025-06-30,Olin Corporation,235.29,799
SUC-009,Rolling Cooler,0000000631,Outdoor,2025-05-17,Davis Select Worldwide ETF,8.17,962
SUC-030,Maple Cinnamon Granola Bars,0000000632,Food - Snacks,2026-11-30,Cesca Therapeutics Inc.,5.07,352
SUC-023,Tuscan Bean Soup,0000000633,Food - Canned Goods,2026-07-28,Realty Income Corporation,906.64,955
SUC-005,Caramel Sauce,0000000634,Food - Condiments,2026-11-28,Stratus Properties Inc.,106.48,56
SUC-012,Smoked Paprika Chicken Thighs,0000000635,Food - Meat,2026-02-21,Public Storage,355.23,918
SUC-024,Chili Garlic Sauce,0000000636,Food - Condiments,2025-08-20,"Merrill Lynch & Co., Inc.",795.35,517
SUC-007,Pesto Pasta Sauce,0000000637,Food - Sauces,2025-06-24,Cerus Corporation,339.16,401
SUC-005,Electric Toothbrush Holder,0000000638,Health,2025-07-08,"SilverSun Technologies, Inc.",64.84,899
SUC-001,Bodyweight Resistance Bands,0000000639,Fitness,2025-05-10,Saban Capital Acquisition Corp.,778.5,663
SUC-019,Fitness Tracker with Heart Rate Monitor,0000000640,Fitness,2026-06-24,DAVIDsTEA Inc.,324.15,266
SUC-003,Smartphone Tripod,0000000641,Photography,2025-05-12,Moody's Corporation,741.34,205
SUC-022,Smart Home Security Camera,0000000642,Smart Home,2026-07-03,ENSCO plc,315.46,693
SUC-010,Lemon Pepper Seasoning,0000000643,Food - Seasonings,2025-11-21,Comp En De Mn Cemig ADS,579.46,877
SUC-006,Rechargeable Battery Organizer,0000000644,Home,2026-02-21,Medigus Ltd.,676.88,544
SUC-022,Electric Fondue Pot,0000000645,Kitchen,2025-10-10,"Wal-Mart Stores, Inc.",507.65,670
SUC-015,Kettle BBQ Grill,0000000646,Outdoor,2026-02-25,VictoryShares Emerging Market Volatility Wtd ETF,164.67,40
SUC-012,Digital Wireless Meat Thermometer,0000000647,Kitchen,2025-07-07,Alcentra Capital Corp.,436.47,36
SUC-017,Luxury Bath Salts,0000000648,Beauty,2026-09-29,Western Asset Global High Income Fund Inc,966.25,815
SUC-014,Pet Carrier,0000000649,Pets,2025-09-04,"NeuroMetrix, Inc.",432.31,488
SUC-013,Lightweight Travel Backpack,0000000650,Travel,2026-05-18,Zions Bancorporation,493.73,233
SUC-004,Sour Cream,0000000651,Food - Dairy,2025-05-22,TravelCenters of America LLC,918.14,30
SUC-006,Vegetable Broth,0000000652,Food - Canned Goods,2025-05-20,BP p.l.c.,473.85,702
SUC-010,Leather Notebook Cover,0000000653,Office,2025-10-10,Barclays Inverse US Treasury Composite ETN,114.03,394
SUC-007,Brownie Bites,0000000654,Food - Baked Goods,2025-04-27,Alleghany Corporation,871.64,322
SUC-016,Classic Pesto Sauce,0000000655,Food - Sauces,2025-04-19,Nuveen Tax-Advantaged Dividend Growth Fund,130.6,553
SUC-018,Ginger Snaps,0000000656,Food - Confectionery,2026-09-16,RPM International Inc.,519.5,193
SUC-025,Honey Lemon Tea,0000000657,Food - Beverages,2025-04-23,PPlus Trust,282.8,44
SUC-010,Oven Mitts with Pocket,0000000658,Kitchen,2026-10-16,Terreno Realty Corporation,949.43,261
SUC-005,Pasta Maker,0000000659,Kitchen,2026-06-28,"Mohawk Industries, Inc.",610.44,976
SUC-003,Carrot Sticks,0000000660,Food - Produce,2026-10-05,China Finance Online Co. Limited,398.27,129
SUC-003,Hand Crank Blender,0000000661,Kitchen,2025-09-17,Crawford & Company,286.83,757
SUC-004,Indoor Plants,0000000662,Garden,2025-10-20,"Saul Centers, Inc.",395.89,864
SUC-021,Foot Massager Machine,0000000663,Health,2025-04-16,"Jaguar Animal Health, Inc.",440.35,198
SUC-004,Honey mustard chicken tenders,0000000664,Food - Meat,2025-04-03,Deluxe Corporation,64.39,335
SUC-010,Multifunctional Baby Bottle Warmer,0000000665,Baby,2025-04-20,Research Frontiers Incorporated,522.45,546
SUC-014,Peanut Butter Banana Smoothie Mix,0000000666,Food - Beverages,2025-12-30,Putnam Premier Income Trust,135.89,422
SUC-020,Craft Beer Mustard,0000000667,Food - Condiments,2026-01-29,Repligen Corporation,585.7,73
SUC-012,Mechanical Keyboard,0000000668,Computers,2026-02-03,REGENXBIO Inc.,367.0,745
SUC-025,Organic Coconut Flakes,0000000669,Food - Baking,2026-07-02,"OncoMed Pharmaceuticals, Inc.",110.32,893
SUC-028,Kids Tablet,0000000670,Electronics,2026-11-11,Elmira Savings Bank NY (The),170.1,220
SUC-014,Herb Garden Planter Box,0000000671,Garden,2025-04-15,ESSA Pharma Inc.,623.04,109
SUC-024,Set of Gardening Gloves with Claws,0000000672,Garden,2026-06-13,"Dollar Tree, Inc.",906.68,297
SUC-004,Smashed Avocado with Lime,0000000673,Food - Condiments,2026-11-09,CBRE Clarion Global Real Estate Income Fund,158.08,181
SUC-004,Infrared Thermometer Gun,0000000674,Health,2025-11-01,The Middleby Corporation,652.99,730
SUC-003,Chocolate Coconut Granola,0000000675,Food - Cereals,2025-05-03,Virtusa Corporation,211.29,939
SUC-015,Crispy Rice Treats,0000000676,Food - Snacks,2026-11-02,General Dynamics Corporation,628.29,5
SUC-023,Cold Brew Coffee Maker,0000000677,Kitchen,2026-11-26,Vedanta  Limited,613.47,193
SUC-012,Sunglasses Case,0000000678,Accessories,2025-05-30,Travelzoo,602.67,96
SUC-020,Roasted Red Pepper Sauce,0000000679,Food - Sauces,2026-07-01,Legg Mason Emerging Markets Diversified Core ETF,242.48,287
SUC-015,Bluetooth Headphones,0000000680,Audio,2025-09-22,"PrivateBancorp, Inc.",796.59,930
SUC-022,Balsamic Vinaigrette,0000000681,Food - Dressings,2026-05-31,"W.W. Grainger, Inc.",133.45,208
SUC-014,Sesame Oil,0000000682,Food - Oils & Vinegars,2025-05-05,"Reis, Inc",767.24,735
SUC-006,Vegetarian Chili,0000000683,Food - Canned Goods,2026-10-08,Managed Duration Investment Grade Municipal Fund,337.98,804
SUC-008,Electronic Drum Kit,0000000684,Music,2026-08-11,"Innovative Solutions and Support, Inc.",953.42,6
SUC-007,Breathable Face Mask Set,0000000685,Health,2026-04-02,Scudder Multi-Market Income Trust,694.71,470
SUC-006,Cucumber Lime Sparkling Water,0000000686,Food - Beverages,2025-09-24,Norwood Financial Corp.,137.43,981
SUC-007,Wireless Mouse,0000000687,Electronics,2026-08-23,Amgen Inc.,545.38,189
SUC-009,Camera Lens Cleaning Kit,0000000688,Photography,2026-12-23,J P Morgan Chase & Co,564.55,598
SUC-016,Adjustable Pet Feeder,0000000689,Pets,2026-03-24,Systemax Inc.,121.27,408
SUC-028,Toasted Coconut Granola,0000000690,Food - Breakfast,2026-11-21,FlexShares STOXX Global ESG Impact Index Fund,573.94,489
SUC-003,Organic Quinoa Salad,0000000691,Food - Prepared Meals,2026-08-02,Carnival Corporation,477.47,742
SUC-001,Chocolate Hazelnut Granola,0000000692,Food - Cereal,2026-05-02,Bioverativ Inc.,994.54,986
SUC-020,Coconut Chia Seed Pudding,0000000693,Food - Snacks,2026-04-27,"Willamette Valley Vineyards, Inc.",742.87,598
SUC-016,Balsamic Salad Dressing,0000000694,Food - Deli,2026-09-05,"New York Mortgage Trust, Inc.",428.82,800
SUC-023,Foldable Picnic Table,0000000695,Outdoor,2025-06-04,GATX Corporation,777.89,687
SUC-021,Walnut Halves,0000000696,Food - Nuts,2026-12-07,iPath US Treasury 2-year Bull ETN,361.52,957
SUC-019,Essential Oils Diffuser Necklace,0000000697,Health,2025-05-03,"Ollie's Bargain Outlet Holdings, Inc.",818.92,899
SUC-018,Feta Cheese Crumbles,0000000698,Food - Dairy,2026-02-04,Optibase Ltd.,878.81,449
SUC-004,Shatterproof Wine Glasses,0000000699,Outdoor,2025-12-14,"Banco Latinoamericano de Comercio Exterior, S.A.",107.88,962
SUC-001,Multi-Cooker,0000000700,Kitchen,2026-10-01,WisdomTree United Kingdom Hedged Equity Fund,130.76,147
SUC-007,Cinnamon Sugar Donuts,0000000701,Food - Bakery,2026-07-19,"Gamco Investors, Inc.",240.76,690
SUC-005,Savory Rice Cakes,0000000702,Food - Snacks,2025-05-07,Arthur J. Gallagher & Co.,221.37,543
SUC-002,Smart Plug,0000000703,Smart Home,2025-10-12,"Yum China Holdings, Inc.",882.57,271
SUC-007,Chocolate Chip Cookie Dough,0000000704,Food - Baking,2025-08-29,Ultragenyx Pharmaceutical Inc.,206.2,157
SUC-030,Cauliflower Pizza Crust,0000000705,Food - Frozen Foods,2026-08-18,"Perma-Pipe International Holdings, Inc.",719.57,807
SUC-017,Portable Folding Picnic Table,0000000706,Outdoor,2026-09-15,United States Cellular Corporation,582.63,930
SUC-029,BBQ Jackfruit,0000000707,Food - Prepared Foods,2025-12-23,Peapack-Gladstone Financial Corporation,593.22,917
SUC-006,Barbecue Chicken Pizza,0000000708,Food - Frozen Foods,2025-11-11,R1 RCM Inc.,229.1,110
SUC-008,Portable UV Sterilizer,0000000709,Health,2026-02-11,CONSOL Energy Inc.,165.98,680
SUC-024,Fashionable Scarves Set,0000000710,Clothing,2025-08-25,SLM Corporation,132.92,764
SUC-030,Sweet BBQ Dipping Sauce,0000000711,Food - Condiments,2025-06-26,Sony Corp Ord,772.4,640
SUC-020,Handheld Shower Head,0000000712,Bathroom,2026-12-21,"Sigma Designs, Inc.",967.77,11
SUC-024,Cheddar & Bacon Potato Skins,0000000713,Food - Frozen,2025-10-20,"1347 Property Insurance Holdings, Inc.",768.86,105
SUC-028,Rustic Italian Bread,0000000714,Food - Bakery,2026-03-01,"Anthem, Inc.",740.82,467
SUC-008,Camera Lens Cleaning Kit,0000000715,Photography,2025-06-04,Capella Education Company,833.37,902
SUC-021,Floral Summer Dress,0000000716,Clothing - Dresses,2026-06-13,AllianceBernstein Holding L.P.,653.85,52
SUC-012,Pet Hair Remover,0000000717,Pets,2026-09-07,"NextEra Energy, Inc.",457.98,672
SUC-019,LED Camping Lantern with USB Charging,0000000718,Outdoor,2026-06-24,First Trust Managed Municipal ETF,65.11,61
SUC-026,Hand Crank Blender,0000000719,Kitchen,2026-12-12,"Teladoc, Inc.",290.25,615
SUC-016,Adjustable Laptop Stand,0000000720,Office,2026-07-17,Qwest Corporation,73.54,84
SUC-020,Magnetic Whiteboard,0000000721,Office,2026-08-28,Select Asset Inc.,732.95,3
SUC-012,Cheddar Cheese Crackers,0000000722,Food - Snacks,2026-08-19,ProPetro Holding Corp.,888.58,541
SUC-001,Smartphone Photography Ring Light,0000000723,Photography,2025-11-25,"HopFed Bancorp, Inc.",469.26,634
SUC-012,Window Bird Feeder,0000000724,Outdoor,2026-12-05,Wells Fargo & Company,595.71,74
SUC-001,Air Purifier,0000000725,Home,2026-03-21,Virtus Total Return Fund Inc.,310.28,983
SUC-017,Vanilla Bean Greek Yogurt,0000000726,Food - Dairy,2026-01-15,"Ultra Clean Holdings, Inc.",703.62,854
SUC-006,Electric Heat Press Machine,0000000727,Crafts,2025-09-07,"MabVax Therapeutics Holdings, Inc.",673.81,461
SUC-029,Portable Refrigerator Freezer,0000000728,Outdoor,2026-05-08,"Cullen/Frost Bankers, Inc.",12.91,691
SUC-008,Cookbook,0000000729,Books,2025-10-01,Principal Healthcare Innovators Index ETF,865.54,142
SUC-020,Wild Rice & Quinoa Mix,0000000730,Food - Grains,2025-05-16,"Real Goods Solar, Inc.",444.06,731
SUC-002,Portable Laptop Table,0000000731,Office,2026-02-20,"Calix, Inc",253.48,520
SUC-023,Himalayan Pink Salt,0000000732,Food - Condiments,2025-11-16,Costamare Inc.,68.41,303
SUC-016,Arcade Game Machine,0000000733,Gaming,2025-10-26,"Freightcar America, Inc.",698.94,307
SUC-016,Cordless Electric Screwdriver,0000000734,Tools,2025-06-08,"Gildan Activewear, Inc.",206.72,564
SUC-014,Desk Organizer Set,0000000735,Office,2026-11-22,Bel Fuse Inc.,668.51,829
SUC-024,Fishing Rod,0000000736,Outdoor,2026-11-11,Differential Brands Group Inc.,53.69,468
SUC-023,Frozen Mixed Berries,0000000737,Food - Frozen Foods,2026-10-17,Moelis & Company,578.86,694
